epoch,train_loss,val_loss,val_dice_mean,val_iou_mean,lr,dice_MA,iou_MA,prec_MA,recall_MA,dice_HE,iou_HE,prec_HE,recall_HE,dice_EX,iou_EX,prec_EX,recall_EX,dice_SE,iou_SE,prec_SE,recall_SE
111,0.513273,0.509731,0.318021,0.208829,0.00028862,0.004541,0.002276,0.002276,0.998523,0.291394,0.170545,0.176320,0.838898,0.608401,0.437196,0.525698,0.721985,0.367748,0.225301,0.321092,0.430267
112,0.517006,0.511745,0.328036,0.215620,0.00028708,0.004543,0.002277,0.002277,0.998945,0.313976,0.186223,0.194250,0.818382,0.601496,0.430099,0.532174,0.691581,0.392129,0.243881,0.380886,0.404055
113,0.519879,0.510240,0.342675,0.227589,0.00028544,0.004532,0.002271,0.002271,0.998100,0.375535,0.231175,0.248925,0.764259,0.620542,0.449845,0.667962,0.579409,0.370092,0.227063,0.342821,0.402077
114,0.507730,0.503062,0.330223,0.218729,0.00028371,0.004544,0.002277,0.002277,1.000000,0.311293,0.184338,0.192065,0.820857,0.622075,0.451457,0.574001,0.678937,0.382979,0.236842,0.480762,0.318249
115,0.500082,0.491719,0.333258,0.221469,0.00028188,0.004544,0.002277,0.002277,0.997256,0.310588,0.183844,0.191567,0.820142,0.627549,0.457247,0.576717,0.688210,0.390352,0.242508,0.340000,0.458210
116,0.503013,0.488926,0.343171,0.228939,0.00027997,0.004547,0.002279,0.002279,0.998100,0.349584,0.211815,0.224294,0.791981,0.632303,0.462312,0.589252,0.682140,0.386250,0.239350,0.328036,0.469585
117,0.503047,0.508553,0.294743,0.194453,0.00027797,0.004542,0.002276,0.002276,1.000000,0.292647,0.171404,0.176992,0.844453,0.630616,0.460511,0.604872,0.658649,0.251168,0.143621,0.321746,0.205984
118,0.498721,0.505638,0.326701,0.216806,0.00027588,0.004538,0.002274,0.002274,0.999156,0.348690,0.211159,0.223047,0.798471,0.632583,0.462611,0.707104,0.572272,0.320994,0.191181,0.336773,0.306627
119,0.490335,0.487730,0.355414,0.237900,0.00027371,0.004540,0.002275,0.002275,0.995779,0.404383,0.253434,0.277935,0.741928,0.627929,0.457651,0.584467,0.678375,0.384805,0.238241,0.320144,0.482196
120,0.495505,0.488946,0.347855,0.231692,0.00027145,0.004558,0.002284,0.002284,0.999367,0.395791,0.246721,0.272900,0.720037,0.622296,0.451690,0.591651,0.656289,0.368774,0.226071,0.336253,0.408259
